"h1","h2","team","competition","n_matches","wins","percentage_wins"
"Axe","Sven","TEAM MAX","Kiev",1,0,0
"Axe","Templar Assassin","Clutch Gamers","Kiev",1,0,0
"Axe","Templar Assassin","Infamous、","Boston",1,1,100
"Axe","Templar Assassin","LGD.Forever Young","Kiev",1,1,100
"Axe","Terrorblade","OG Dota2","Boston",1,1,100
"Axe","Terrorblade","Team Empire","Kiev",1,1,100
"Axe","Timbersaw","EHOME.X","Boston",1,0,0
"Axe","Timbersaw","LGD-GAMING","Boston",1,1,100
"Axe","Timbersaw","OG Dota2","Kiev",1,1,100
"Axe","Timbersaw","Team VG.J","Boston",1,0,0
"Axe","Tinker","Infamous、","Boston",1,1,100
"Axe","Troll Warlord","Not Today !","Kiev",1,1,100
"Axe","Undying","Fire Dragoon","Boston",1,0,0
"Axe","Undying","Infamous、","Kiev",1,1,100
"Axe","Undying","MVP Phoenix","Boston",1,0,0
"Axe","Ursa","LGD-GAMING","Boston",1,0,0
"Axe","Ursa","MAD KINGS","Kiev",1,1,100
"Axe","Ursa","Trust","Boston",1,0,0
"Axe","Ursa","Vega Squadron","Kiev",1,1,100
"Axe","Viper","EHOME.X","Boston",1,0,0
"Axe","Visage","Vici Gaming","Boston",1,0,0
"Axe","Visage","Virtus.pro","Kiev",1,1,100
"Axe","Warlock","Not Today !","Kiev",1,1,100
"Axe","Warlock","the wings gaming","Boston",1,1,100
"Axe","Weaver","Team NP","Kiev",1,1,100
"Axe","Weaver","Vici Gaming Potential","Kiev",1,0,0
"Axe","Winter Wyvern","LGD-GAMING","Boston",1,0,0
"Axe","Winter Wyvern","Virtus.pro","Kiev",1,1,100
"Axe","Witch Doctor","Infamous、","Boston",1,1,100
"Axe","Witch Doctor","Invictus Gaming","Boston",1,0,0
"Axe","Witch Doctor","MVP Phoenix","Boston",1,0,0
"Axe","Witch Doctor","Vici Gaming","Boston",1,1,100
"Bane","Abaddon","mousesports","Kiev",1,1,100
"Bane","Axe","Fantastic Five","Boston",1,0,0
"Bane","Axe","WarriorsGaming.Unity","Boston",1,1,100
"Bane","Batrider","EHOME","Boston",1,1,100
"Bane","Bounty Hunter","Fnatic","Boston",1,0,0
"Bane","Bounty Hunter","Team AD FINEM","Boston",1,0,0
"Bane","Bristleback","mousesports","Kiev",1,0,0
"Bane","Dark Seer","Fnatic","Boston",1,0,0
"Bane","Dark Seer","Team AD FINEM","Boston",1,0,0
"Bane","Drow Ranger","Natus Vincere","Boston",1,0,0
"Bane","Drow Ranger","Team Secret","Boston",1,1,100
"Bane","Juggernaut","WarriorsGaming.Unity","Boston",1,1,100
"Bane","Keeper of the Light","WarriorsGaming.Unity","Boston",1,1,100
"Bane","Legion Commander","mousesports","Kiev",2,2,100
"Bane","Luna","Team AD FINEM","Boston",1,0,0
"Bane","Lycan","EHOME","Boston",1,1,100
"Bane","Lycan","mousesports","Kiev",1,1,100
"Bane","Naga Siren","Trust","Boston",1,1,100
"Bane","Nyx Assassin","Trust","Boston",1,1,100
"Bane","Omniknight","EHOME","Boston",1,1,100
"Bane","Oracle","Natus Vincere","Boston",1,0,0
"Bane","Outworld Devourer","Fantastic Five","Boston",1,0,0
"Bane","Puck","Natus Vincere","Boston",1,0,0
"Bane","Riki","mousesports","Kiev",1,1,100
"Bane","Templar Assassin","Fnatic","Boston",1,0,0
"Bane","Templar Assassin","mousesports","Kiev",1,1,100
"Bane","Templar Assassin","Team AD FINEM","Boston",1,0,0
"Bane","Templar Assassin","WarriorsGaming.Unity","Boston",1,1,100
"Bane","Timbersaw","Team Secret","Boston",1,1,100
"Bane","Undying","Trust","Boston",1,1,100
"Bane","Ursa","Trust","Boston",1,1,100
"Bane","Weaver","Fnatic","Boston",1,0,0
"Bane","Windranger","Team Secret","Boston",1,1,100
"Batrider","Abaddon","Team Freedom Dota 2","Kiev",1,1,100
"Batrider","Alchemist","LGD.Forever Young","Boston",1,0,0
"Batrider","Alchemist","LGD-GAMING","Boston",1,1,100
"Batrider","Alchemist","OG Dota2","Kiev",1,0,0
"Batrider","Alchemist","Unknown Team","Kiev",1,0,0
"Batrider","Ancient Apparition","iG.Vitality","Boston",1,0,0
"Batrider","Anti-Mage","4 protect five","Kiev",1,0,0
"Batrider","Anti-Mage","EHOME.KEEN","Boston",1,0,0
"Batrider","Anti-Mage","KINGAO + 4","Boston",1,1,100
"Batrider","Anti-Mage","OG Dota2","Boston",1,0,0
"Batrider","Anti-Mage","Team Liquid","Boston",1,1,100
"Batrider","Bounty Hunter","Danish Bears","Boston",1,0,0
"Batrider","Bounty Hunter","iG.Vitality","Boston",1,1,100
"Batrider","Bounty Hunter","iG.Vitality","Kiev",1,1,100
"Batrider","Bounty Hunter","LGD.Forever Young","Kiev",1,1,100
"Batrider","Bounty Hunter","Mineski","Boston",1,0,0
"Batrider","Centaur Warrunner","Infamous、","Kiev",1,0,0
"Batrider","Chen","iG.Vitality","Boston",1,1,100
"Batrider","Chen","Virtus.pro","Boston",1,1,100
"Batrider","Crystal Maiden","Team Random","Kiev",1,1,100
"Batrider","Dazzle","Midas Club Elite","Kiev",1,1,100
"Batrider","Dazzle","Team Onyx","Kiev",1,1,100
"Batrider","Disruptor","CDEC Gaming","Kiev",1,1,100
"Batrider","Disruptor","EHOME.KEEN","Boston",2,1,50
"Batrider","Disruptor","iG.Vitality","Kiev",2,2,100
"Batrider","Disruptor","LGD.Forever Young","Boston",2,2,100
"Batrider","Disruptor","Team Empire","Kiev",1,1,100
"Batrider","Disruptor","Team Liquid","Boston",1,1,100
"Batrider","Dragon Knight","CDEC Gaming","Boston",1,0,0
"Batrider","Dragon Knight","LGD.Forever Young","Boston",2,2,100
"Batrider","Drow Ranger","OG Dota2","Boston",1,1,100
"Batrider","Earth Spirit","4 protect five","Kiev",1,1,100
"Batrider","Earth Spirit","EHOME.KEEN","Boston",2,1,50
"Batrider","Earth Spirit","iG.Vitality","Boston",1,0,0
"Batrider","Earth Spirit","LGD.Forever Young","Kiev",1,0,0
"Batrider","Earth Spirit","LGD-GAMING","Boston",1,1,100
"Batrider","Earth Spirit","Team Onyx","Kiev",1,1,100
"Batrider","Earth Spirit","the wings gaming","Boston",1,0,0
"Batrider","Earth Spirit","Vega Squadron","Kiev",1,1,100
"Batrider","Earth Spirit","Virtus.pro","Kiev",1,0,0
"Batrider","Enchantress","Virtus.pro","Boston",1,1,100
"Batrider","Enigma","OG Dota2","Kiev",1,0,0
"Batrider","Enigma","Virtus.pro","Boston",1,0,0
"Batrider","Faceless Void","OG Dota2","Kiev",1,0,0
"Batrider","Invoker","CDEC Gaming","Kiev",1,0,0
"Batrider","Invoker","KINGAO + 4","Boston",1,1,100
"Batrider","Invoker","Team Onyx","Kiev",1,1,100
"Batrider","Io","4 protect five","Kiev",2,1,50
"Batrider","Io","iG.Vitality","Kiev",1,0,0
"Batrider","Io","Infamous、","Kiev",1,0,0
"Batrider","Io","LGD-GAMING","Boston",2,2,100
"Batrider","Io","Virtus.pro","Boston",1,1,100
"Batrider","Juggernaut","CDEC Gaming","Boston",1,0,0
"Batrider","Juggernaut","CDEC Gaming","Kiev",1,1,100
"Batrider","Juggernaut","EHOME.KEEN","Boston",1,0,0
"Batrider","Juggernaut","LGD.Forever Young","Boston",1,1,100
"Batrider","Juggernaut","LGD.Forever Young","Kiev",2,1,50
"Batrider","Juggernaut","Midas Club Elite","Kiev",1,0,0
"Batrider","Juggernaut","OG Dota2","Boston",1,1,100
"Batrider","Juggernaut","SG e-sports","Kiev",1,0,0
"Batrider","Juggernaut","Team Freedom Dota 2","Boston",1,1,100
"Batrider","Juggernaut","TEAM MAX","Kiev",2,1,50
"Batrider","Juggernaut","Team Secret","Boston",1,1,100
"Batrider","Kunkka","Clutch Gamers","Kiev",1,1,100
"Batrider","Kunkka","TEAM MAX","Kiev",1,0,0
"Batrider","Legion Commander","LGD-GAMING","Boston",2,2,100
"Batrider","Legion Commander","SG e-sports","Kiev",1,0,0
"Batrider","Legion Commander","Vici Gaming","Kiev",1,0,0
"Batrider","Leshrac","4 protect five","Kiev",1,1,100
"Batrider","Lifestealer","4 protect five","Kiev",1,1,100
"Batrider","Lifestealer","EHOME.KEEN","Boston",1,1,100
"Batrider","Lifestealer","Invictus Gaming","Boston",1,0,0
"Batrider","Lifestealer","Invictus Gaming","Kiev",1,0,0
"Batrider","Lifestealer","LGD.Forever Young","Boston",1,1,100
"Batrider","Lifestealer","Not Today !","Kiev",1,1,100
"Batrider","Lifestealer","Team Liquid","Boston",1,1,100
"Batrider","Lifestealer","TEAM MAX","Kiev",1,0,0
"Batrider","Lifestealer","Young Elite","Kiev",1,0,0
"Batrider","Lina","SG e-sports","Kiev",1,0,0
"Batrider","Lone Druid","Team Empire","Kiev",1,1,100
"Batrider","Lone Druid","Vici Gaming","Kiev",1,1,100
"Batrider","Luna","Infamous、","Boston",1,0,0
"Batrider","Luna","LGD-GAMING","Boston",1,1,100
"Batrider","Luna","Newbee","Boston",1,0,0
"Batrider","Luna","SG e-sports","Kiev",2,2,100
"Batrider","Lycan","Midas Club Elite","Kiev",1,0,0
"Batrider","Magnus","Clutch Gamers","Kiev",1,1,100
"Batrider","Magnus","LGD.Forever Young","Kiev",1,1,100
"Batrider","Meepo","Team Empire","Kiev",1,1,100
"Batrider","Mirana","compLexity Gaming","Boston",1,1,100
"Batrider","Monkey King","Invictus Gaming","Kiev",1,1,100
"Batrider","Morphling","Invictus Gaming","Kiev",1,1,100
"Batrider","Morphling","Team Random","Kiev",1,1,100
"Batrider","Naga Siren","Evil Geniuses","Boston",1,1,100
"Batrider","Necrophos","Ninjas in Pyjamas","Kiev",1,1,100
"Batrider","Night Stalker","iG.Vitality","Boston",1,0,0
"Batrider","Nyx Assassin","Invictus Gaming","Kiev",1,0,0
"Batrider","Nyx Assassin","Rex Regum QEON","Boston",1,0,0
"Batrider","Ogre Magi","Danish Bears","Boston",1,0,0
"Batrider","Ogre Magi","Evil Geniuses","Boston",2,1,50
"Batrider","Ogre Magi","Team Liquid","Boston",1,1,100
"Batrider","Omniknight","iG.Vitality","Boston",1,1,100
"Batrider","Oracle","Invictus Gaming","Boston",1,0,0
"Batrider","Oracle","KINGAO + 4","Boston",1,1,100
"Batrider","Oracle","LGD-GAMING","Boston",1,1,100
"Batrider","Oracle","the wings gaming","Boston",1,0,0
"Batrider","Outworld Devourer","LGD-GAMING","Boston",1,1,100
"Batrider","Outworld Devourer","Not Today !","Kiev",1,1,100
"Batrider","Outworld Devourer","Team Freedom Dota 2","Boston",1,0,0
"Batrider","Phantom Assassin","Invictus Gaming","Kiev",1,0,0
"Batrider","Phantom Assassin","LGD-GAMING","Boston",1,1,100
"Batrider","Phantom Assassin","Team Secret","Boston",1,1,100
"Batrider","Phantom Lancer","Geek Fam","Kiev",1,1,100
"Batrider","Phantom Lancer","Rex Regum QEON","Boston",1,0,0
"Batrider","Puck","Team Liquid","Boston",1,1,100
"Batrider","Pudge","Rex Regum QEON","Boston",1,0,0
"Batrider","Pudge","Young Elite","Kiev",1,0,0
"Batrider","Pugna","LGD.Forever Young","Kiev",1,0,0
"Batrider","Razor","Team Liquid","Boston",1,1,100
"Batrider","Riki","iG.Vitality","Boston",1,1,100
"Batrider","Riki","Mineski","Boston",1,0,0
"Batrider","Rubick","CDEC Gaming","Boston",1,0,0
"Batrider","Rubick","CDEC Gaming","Kiev",1,1,100
"Batrider","Rubick","compLexity Gaming","Boston",1,1,100
"Batrider","Rubick","Danish Bears","Boston",2,0,0
"Batrider","Rubick","iG.Vitality","Boston",1,0,0
"Batrider","Rubick","iG.Vitality","Kiev",1,0,0
"Batrider","Rubick","TEAM MAX","Kiev",2,1,50
"Batrider","Rubick","Virtus.pro","Boston",1,1,100
"Batrider","Sand King","Clutch Gamers","Kiev",1,1,100
"Batrider","Sand King","LGD.Forever Young","Boston",2,1,50
"Batrider","Sand King","Newbee","Boston",1,0,0
"Batrider","Shadow Fiend","Geek Fam","Kiev",1,1,100
"Batrider","Shadow Fiend","Team Freedom Dota 2","Kiev",1,1,100
"Batrider","Shadow Fiend","Vega Squadron","Kiev",1,1,100
"Batrider","Shadow Fiend","WarriorsGaming.Youth","Kiev",1,0,0
"Batrider","Silencer","iG.Vitality","Boston",5,4,80
"Batrider","Silencer","Infamous、","Kiev",1,0,0
"Batrider","Silencer","LGD.Forever Young","Boston",2,1,50
"Batrider","Silencer","Not Today !","Kiev",1,1,100
"Batrider","Slardar","iG.Vitality","Kiev",1,1,100
"Batrider","Slardar","LGD.Forever Young","Boston",1,1,100
"Batrider","Slardar","Not Today !","Kiev",1,1,100
"Batrider","Slardar","OG Dota2","Boston",1,1,100
"Batrider","Slark","LGD-GAMING","Boston",1,1,100
"Batrider","Spectre","OG Dota2","Kiev",1,0,0
"Batrider","Storm Spirit","EHOME.KEEN","Boston",1,1,100
"Batrider","Sven","4 protect five","Kiev",1,0,0
"Batrider","Sven","Evil Geniuses","Boston",1,0,0
"Batrider","Templar Assassin","Rex Regum QEON","Boston",1,0,0
"Batrider","Terrorblade","LGD.Forever Young","Boston",1,1,100
"Batrider","Terrorblade","Midas Club Elite","Kiev",1,1,100
"Batrider","Terrorblade","OG Dota2","Kiev",1,1,100
"Batrider","Terrorblade","Vici Gaming","Kiev",1,0,0
"Batrider","Timbersaw","LGD-GAMING","Boston",1,1,100
"Batrider","Timbersaw","Newbee","Boston",1,0,0
"Batrider","Timbersaw","OG Dota2","Kiev",1,1,100
"Batrider","Treant Protector","iG.Vitality","Boston",1,0,0
"Batrider","Treant Protector","Invictus Gaming","Kiev",1,0,0
"Batrider","Troll Warlord","Team Random","Kiev",1,1,100
"Batrider","Undying","CDEC Gaming","Boston",1,0,0
"Batrider","Ursa","CDEC Gaming","Kiev",2,2,100
"Batrider","Ursa","LGD.Forever Young","Boston",1,0,0
"Batrider","Vengeful Spirit","Midas Club Elite","Kiev",2,0,0
"Batrider","Vengeful Spirit","Team Random","Kiev",1,1,100
"Batrider","Vengeful Spirit","Vici Gaming","Kiev",1,0,0
"Batrider","Venomancer","Ninjas in Pyjamas","Kiev",1,1,100
"Batrider","Warlock","4 protect five","Kiev",1,0,0
"Batrider","Warlock","CDEC Gaming","Kiev",1,0,0
"Batrider","Warlock","Newbee","Boston",1,0,0
"Batrider","Weaver","compLexity Gaming","Boston",1,1,100
"Batrider","Weaver","Faceless","Boston",1,0,0
"Batrider","Weaver","SG e-sports","Kiev",1,0,0
"Batrider","Weaver","Team Onyx","Kiev",1,1,100
"Batrider","Weaver","Virtus.pro","Boston",2,2,100
"Batrider","Weaver","WarriorsGaming.Youth","Kiev",1,0,0
"Batrider","Witch Doctor","iG.Vitality","Boston",2,0,0
"Batrider","Wraith King","CDEC Gaming","Kiev",1,0,0
"Batrider","Wraith King","Vega Squadron","Kiev",1,1,100
"Beastmaster","Abaddon","Team NP","Kiev",1,1,100
"Beastmaster","Ancient Apparition","iG.Vitality","Boston",1,1,100
"Beastmaster","Bounty Hunter","iG.Vitality","Boston",3,2,67
"Beastmaster","Clinkz","Evil Geniuses","Kiev",1,0,0
"Beastmaster","Clockwerk","SG e-sports","Kiev",1,1,100
"Beastmaster","Crystal Maiden","iG.Vitality","Kiev",1,1,100
"Beastmaster","Crystal Maiden","Team NP","Boston",1,1,100
"Beastmaster","Dazzle","Friends","Kiev",1,0,0
"Beastmaster","Dazzle","Team NP","Kiev",2,2,100
"Beastmaster","Disruptor","CDEC Gaming","Kiev",1,1,100
"Beastmaster","Disruptor","Friends","Kiev",1,1,100
"Beastmaster","Disruptor","WarriorsGaming.Unity","Kiev",1,0,0
"Beastmaster","Earth Spirit","Team NP","Kiev",1,1,100
"Beastmaster","Elder Titan","Team NP","Boston",1,1,100
"Beastmaster","Elder Titan","Team NP","Kiev",2,1,50
"Beastmaster","Ember Spirit","Friends","Kiev",1,0,0
"Beastmaster","Ember Spirit","Rex Regum QEON","Kiev",1,0,0
"Beastmaster","Ember Spirit","SG e-sports","Kiev",2,2,100
"Beastmaster","Ember Spirit","WarriorsGaming.Unity","Kiev",1,0,0
"Beastmaster","Gyrocopter","Friends","Kiev",1,0,0
"Beastmaster","Invoker","Planet Odd","Kiev",1,0,0
"Beastmaster","Io","Friends","Kiev",1,1,100
"Beastmaster","Io","Rex Regum QEON","Kiev",1,0,0
"Beastmaster","Io","Team NP","Kiev",2,1,50
"Beastmaster","Juggernaut","SG e-sports","Kiev",3,2,67
"Beastmaster","Keeper of the Light","Team NP","Kiev",1,0,0
"Beastmaster","Lifestealer","Vultur","Kiev",1,1,100
"Beastmaster","Lifestealer","WarriorsGaming.Unity","Boston",1,0,0
"Beastmaster","Lion","Rex Regum QEON","Kiev",1,0,0
"Beastmaster","Lone Druid","SG e-sports","Kiev",1,1,100
"Beastmaster","Lone Druid","Team NP","Kiev",1,1,100
"Beastmaster","Luna","SG e-sports","Kiev",1,1,100
"Beastmaster","Luna","Team NP","Boston",1,1,100
"Beastmaster","Lycan","Friends","Kiev",1,1,100
"Beastmaster","Lycan","SG e-sports","Kiev",1,1,100
"Beastmaster","Morphling","Rex Regum QEON","Kiev",1,0,0
"Beastmaster","Naga Siren","Team NP","Kiev",1,0,0
"Beastmaster","Nyx Assassin","iG.Vitality","Kiev",2,2,100
"Beastmaster","Ogre Magi","iG.Vitality","Boston",1,1,100
"Beastmaster","Ogre Magi","Team NP","Boston",2,1,50
"Beastmaster","Ogre Magi","Team NP","Kiev",1,1,100
"Beastmaster","Outworld Devourer","EHOME.X","Boston",1,0,0
"Beastmaster","Riki","iG.Vitality","Kiev",1,0,0
"Beastmaster","Rubick","iG.Vitality","Boston",1,0,0
"Beastmaster","Sand King","Planet Odd","Kiev",1,0,0
"Beastmaster","Sand King","Team NP","Boston",1,1,100
"Beastmaster","Sand King","WarriorsGaming.Unity","Kiev",1,0,0
"Beastmaster","Shadow Fiend","SG e-sports","Kiev",2,1,50
"Beastmaster","Shadow Fiend","WarriorsGaming.Unity","Kiev",1,0,0
"Beastmaster","Silencer","Team NP","Boston",1,0,0
"Beastmaster","Slardar","Friends","Kiev",1,0,0
"Beastmaster","Slardar","SG e-sports","Kiev",1,1,100
"Beastmaster","Spirit Breaker","Evil Geniuses","Kiev",1,0,0
"Beastmaster","Spirit Breaker","Virtus.pro","Boston",1,0,0
"Beastmaster","Storm Spirit","CDEC Gaming","Kiev",1,1,100
"Beastmaster","Sven","Team NP","Boston",1,1,100
"Beastmaster","Templar Assassin","SG e-sports","Kiev",1,1,100
"Beastmaster","Terrorblade","SG e-sports","Kiev",1,0,0
"Beastmaster","Tinker","WarriorsGaming.Unity","Boston",2,2,100
"Beastmaster","Undying","Team NP","Kiev",1,0,0
"Beastmaster","Ursa","CDEC Gaming","Kiev",1,1,100
"Beastmaster","Ursa","Friends","Kiev",1,1,100
"Beastmaster","Ursa","OG Dota2","Boston",1,0,0
"Beastmaster","Ursa","Team NP","Boston",1,1,100
"Beastmaster","Ursa","Team NP","Kiev",1,0,0
"Beastmaster","Vengeful Spirit","Team NP","Kiev",1,1,100
"Beastmaster","Warlock","iG.Vitality","Kiev",1,1,100
"Beastmaster","Warlock","Planet Odd","Kiev",1,0,0
"Beastmaster","Warlock","Team NP","Boston",1,1,100
"Beastmaster","Weaver","","Kiev",1,0,0
"Beastmaster","Weaver","Team NP","Boston",1,0,0
"Beastmaster","Witch Doctor","iG.Vitality","Kiev",1,0,0
"Beastmaster","Witch Doctor","Team NP","Boston",1,1,100
"Beastmaster","Witch Doctor","WarriorsGaming.Unity","Boston",1,1,100
"Beastmaster","Wraith King","Planet Odd","Kiev",1,0,0
"Bloodseeker","Bristleback","compLexity Gaming","Kiev",1,0,0
"Bloodseeker","Disruptor","Prodota Gaming","Boston",1,1,100
"Bloodseeker","Doom","Virtus.pro","Boston",1,0,0
"Bloodseeker","Juggernaut","Double Dimension","Kiev",1,0,0
"Bloodseeker","Keeper of the Light","the wings gaming","Boston",1,1,100
"Bloodseeker","Legion Commander","Escape Gaming","Boston",1,0,0
"Bloodseeker","Lich","Wheel Whreck While Whistling","Kiev",1,0,0
"Bloodseeker","Lifestealer","Escape Gaming","Boston",1,0,0
"Bloodseeker","Naga Siren","Team Freedom Dota 2","Boston",1,0,0
"Bloodseeker","Ogre Magi","Double Dimension","Kiev",1,0,0
"Bloodseeker","Ogre Magi","the wings gaming","Boston",1,1,100
"Bloodseeker","Pudge","Wheel Whreck While Whistling","Kiev",1,0,0
"Bloodseeker","Sand King","Team Freedom Dota 2","Boston",1,0,0
"Bloodseeker","Slardar","Virtus.pro","Boston",1,0,0
"Bloodseeker","Sniper","Team Freedom Dota 2","Boston",1,0,0
"Bloodseeker","Sniper","Virtus.pro","Boston",1,0,0
"Bloodseeker","Templar Assassin","Wheel Whreck While Whistling","Kiev",1,0,0
"Bloodseeker","Tusk","Double Dimension","Kiev",1,0,0
"Bloodseeker","Vengeful Spirit","Wheel Whreck While Whistling","Kiev",1,0,0
"Bloodseeker","Venomancer","Prodota Gaming","Boston",1,1,100
"Bloodseeker","Zeus","Escape Gaming","Boston",1,0,0
"Bounty Hunter","Abaddon","mousesports","Kiev",1,0,0
"Bounty Hunter","Abaddon","Team Secret","Kiev",2,2,100
"Bounty Hunter","Ancient Apparition","iG.Vitality","Boston",1,1,100
"Bounty Hunter","Anti-Mage","Planet Odd","Kiev",1,1,100
"Bounty Hunter","Batrider","Infamous、","Boston",1,0,0
"Bounty Hunter","Batrider","LGD.Forever Young","Boston",1,1,100
"Bounty Hunter","Batrider","Team AD FINEM","Boston",4,4,100
"Bounty Hunter","Beastmaster","Planet Odd","Kiev",1,1,100
"Bounty Hunter","Beastmaster","Team Secret","Kiev",1,0,0
"Bounty Hunter","Broodmother","Team Secret","Kiev",1,1,100
"Bounty Hunter","Centaur Warrunner","CAVALRY","Kiev",1,0,0
"Bounty Hunter","Centaur Warrunner","Execration","Kiev",1,0,0
"Bounty Hunter","Centaur Warrunner","Team Secret","Kiev",1,1,100
"Bounty Hunter","Chaos Knight","Team Secret","Kiev",2,2,100
"Bounty Hunter","Clockwerk","Fnatic","Boston",1,1,100
"Bounty Hunter","Clockwerk","team_ftd_a","Boston",1,0,0
"Bounty Hunter","Crystal Maiden","Team Secret","Kiev",1,1,100
"Bounty Hunter","Dark Seer","Elements Pro Gaming","Boston",1,0,0
"Bounty Hunter","Dark Seer","Fnatic","Boston",1,0,0
"Bounty Hunter","Dark Seer","Team AD FINEM","Boston",3,2,67
"Bounty Hunter","Dark Seer","Vega Squadron","Boston",1,0,0
"Bounty Hunter","Dazzle","Planet Odd","Kiev",1,0,0
"Bounty Hunter","Death Prophet","Planet Odd","Kiev",1,0,0
"Bounty Hunter","Disruptor","Alliance","Boston",1,0,0
"Bounty Hunter","Disruptor","EHOME.KEEN","Boston",1,1,100
"Bounty Hunter","Disruptor","Fantastic Five","Boston",1,0,0
"Bounty Hunter","Disruptor","iG.Vitality","Kiev",1,1,100
"Bounty Hunter","Disruptor","LGD.Forever Young","Boston",1,1,100
"Bounty Hunter","Disruptor","Team VG.J","Boston",1,0,0
"Bounty Hunter","Earthshaker","Alliance","Boston",1,0,0
"Bounty Hunter","Ember Spirit","Team Secret","Kiev",3,3,100
"Bounty Hunter","Enigma","Team Secret","Kiev",1,1,100
"Bounty Hunter","Invoker","EHOME.KEEN","Boston",1,1,100
"Bounty Hunter","Invoker","team_ftd_a","Boston",1,0,0
"Bounty Hunter","Invoker","Team Secret","Kiev",1,0,0
"Bounty Hunter","Io","Team Secret","Kiev",2,1,50
"Bounty Hunter","Juggernaut","Alliance","Boston",1,0,0
"Bounty Hunter","Juggernaut","EHOME.KEEN","Boston",1,1,100
"Bounty Hunter","Juggernaut","Fantastic Five","Boston",1,0,0
"Bounty Hunter","Juggernaut","Fnatic","Boston",1,1,100
"Bounty Hunter","Juggernaut","Invictus Gaming","Kiev",1,1,100
"Bounty Hunter","Juggernaut","Rex Regum QEON","Boston",1,0,0
"Bounty Hunter","Juggernaut","Team Freedom Dota 2","Boston",1,0,0
"Bounty Hunter","Juggernaut","Team Liquid","Boston",1,1,100
"Bounty Hunter","Juggernaut","Team VGJ","Kiev",1,0,0
"Bounty Hunter","Juggernaut","TNC Pro Team","Boston",1,1,100
"Bounty Hunter","Juggernaut","TNC Pro Team","Kiev",1,1,100
"Bounty Hunter","Keeper of the Light","Fnatic","Boston",1,1,100
"Bounty Hunter","Keeper of the Light","Team Secret","Kiev",1,1,100
"Bounty Hunter","Keeper of the Light","Team VG.J","Boston",1,1,100
"Bounty Hunter","Kunkka","compLexity Gaming","Boston",1,0,0
"Bounty Hunter","Legion Commander","EHOME.KEEN","Boston",1,1,100
"Bounty Hunter","Legion Commander","Team AD FINEM","Boston",1,1,100
"Bounty Hunter","Legion Commander","Team Liquid","Boston",1,1,100
"Bounty Hunter","Legion Commander","Team VG.J","Boston",1,1,100
"Bounty Hunter","Lifestealer","EHOME.KEEN","Boston",1,1,100
"Bounty Hunter","Lifestealer","Execration","Kiev",1,0,0
"Bounty Hunter","Lifestealer","Team. Spirit","Kiev",1,0,0
"Bounty Hunter","Lina","Planet Odd","Kiev",1,1,100
"Bounty Hunter","Lion","EHOME.KEEN","Boston",1,1,100
"Bounty Hunter","Lion","Team VGJ","Kiev",1,0,0
"Bounty Hunter","Luna","Infamous、","Boston",1,0,0
"Bounty Hunter","Luna","Planet Odd","Kiev",1,0,0
"Bounty Hunter","Luna","Vega Squadron","Boston",1,0,0
"Bounty Hunter","Magnus","Newbee","Kiev",1,0,0
"Bounty Hunter","Magnus","Rex Regum QEON","Boston",1,0,0
"Bounty Hunter","Naga Siren","Team Secret","Kiev",1,1,100
"Bounty Hunter","Nature's Prophet","mousesports","Kiev",1,0,0
"Bounty Hunter","Nyx Assassin","Fnatic","Boston",1,0,0
"Bounty Hunter","Nyx Assassin","Team AD FINEM","Boston",2,1,50
